用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄,平台,年份,月份,日期,小时
U1521,云翔良,P25890,餐桌,家居,1146.72,2024-03-13 23:35:31,4,4586.88,成都,男,25,淘宝,2024,3,13,23
U2922,裘先友,P17925,蓝牙耳机,电子产品,7797.22,2024-11-07 16:47:01,1,7797.22,苏州,女,30,淘宝,2024,11,7,16
U4043,柯琛轮,P12092,餐桌,家居,3341.66,2024-08-19 19:46:40,2,6683.32,广州,女,59,淘宝,2024,8,19,19
U9904,罗世,P75593,显示器,电子产品,3924.5,2024-12-24 00:32:59,5,19622.5,天津,女,43,淘宝,2024,12,24,0
U9163,穆振,P58383,桌游,玩具,952.75,2024-09-29 22:25:02,5,4763.75,广州,女,56,淘宝,2024,9,29,22
U6577,娄波,P43216,毛绒玩具,玩具,242.58,2024-07-02 08:04:49,4,970.32,深圳,男,60,淘宝,2024,7,2,8
U3728,徐功,P52476,技术教材,书籍,245.88,2024-08-12 00:31:58,1,245.88,深圳,男,48,淘宝,2024,8,12,0
U9465,蓝航富,P44774,篮球,运动,535.93,2024-08-15 16:53:13,4,2143.72,天津,女,25,淘宝,2024,8,15,16
U7589,徐翰永,P19058,技术教材,书籍,449.93,2024-05-10 08:17:16,4,1799.72,天津,女,57,淘宝,2024,5,10,8
U7737,狄哲利,P42463,桌游,玩具,964.16,2024-02-29 23:03:20,5,4820.8,武汉,男,64,淘宝,2024,2,29,23
U9835,钮致建,P23918,山地车,运动,266.49,2024-05-28 01:25:07,5,1332.45,武汉,女,41,淘宝,2024,5,28,1
U9363,蔡楠,P36278,粉底液,美妆,127.21,2024-10-01 03:39:19,3,381.63,广州,女,45,淘宝,2024,10,1,3
U5215,娄楠冠,P77470,科幻小说,书籍,666.89,2024-04-16 22:02:54,2,1333.78,天津,男,61,淘宝,2024,4,16,22
U1600,毕成全,P90201,桌游,玩具,363.24,2024-12-17 21:22:41,4,1452.96,广州,男,33,淘宝,2024,12,17,21
U6877,钟安以,P77941,沙发,家居,4160.72,2024-09-12 20:25:20,1,4160.72,重庆,男,54,淘宝,2024,9,12,20
U5831,支克翰,P96846,哑铃,运动,998.7,2024-04-26 19:29:39,4,3994.8,天津,女,25,淘宝,2024,4,26,19
U8645,孔树生,P15881,运动鞋,服装,63.18,2024-06-07 18:50:18,5,315.9,广州,女,57,淘宝,2024,6,7,18
U2878,强楠安,P28242,瑜伽垫,运动,765.33,2024-05-09 09:38:18,5,3826.65,苏州,女,32,淘宝,2024,5,9,9
U5030,俞辰山,P45307,山地车,运动,958.97,2024-08-24 13:02:41,4,3835.88,深圳,男,31,淘宝,2024,8,24,13
U1434,骆德天,P87118,人物传记,书籍,695.7,2024-08-19 17:29:33,4,2782.8,苏州,男,64,淘宝,2024,8,19,17
U6991,张翔建,P98326,羽绒服,服装,740.1,2024-02-09 04:22:29,4,2960.4,武汉,女,41,淘宝,2024,2,9,4
U4943,安发,P59932,漫画,书籍,241.13,2024-08-19 23:59:42,1,241.13,重庆,男,61,淘宝,2024,8,19,23
U3012,韩伦梁,P40497,人物传记,书籍,767.25,2024-01-17 03:35:04,3,2301.75,南京,男,27,淘宝,2024,1,17,3
U5096,胡行,P53989,收纳盒,家居,1555.99,2024-08-02 21:12:29,3,4667.97,武汉,男,61,淘宝,2024,8,2,21
U2285,强时乐,P70404,香水,美妆,951.31,2024-11-08 14:14:20,2,1902.62,北京,男,30,淘宝,2024,11,8,14
U4983,毛庆,P12032,沙发,家居,2631.27,2024-12-22 17:55:33,5,13156.35,北京,男,19,淘宝,2024,12,22,17
U1003,余顺永,P89997,遥控车,玩具,377.5,2024-10-06 13:53:31,4,1510.0,深圳,女,40,淘宝,2024,10,6,13
U3991,费策,P67832,技术教材,书籍,846.71,2024-12-26 04:55:40,2,1693.42,南京,男,32,淘宝,2024,12,26,4
U2512,柳旭永,P19877,技术教材,书籍,585.53,2024-06-17 08:11:56,3,1756.59,重庆,男,30,淘宝,2024,6,17,8
U6014,岑鸣,P65790,变形金刚,玩具,508.95,2024-04-05 23:29:10,2,1017.9,深圳,男,33,淘宝,2024,4,5,23
U5653,庞先有,P47938,运动鞋,服装,827.23,2024-06-09 02:23:14,4,3308.92,广州,女,47,淘宝,2024,6,9,2
U9455,诸子谦,P26732,山地车,运动,773.02,2024-05-29 03:30:47,4,3092.08,西安,男,47,淘宝,2024,5,29,3
U4951,闵富海,P56209,智能手表,电子产品,7523.77,2024-07-05 07:16:18,5,37618.85,上海,男,65,淘宝,2024,7,5,7
U1976,钟文弘,P49847,收纳盒,家居,2777.45,2024-10-22 14:40:13,5,13887.25,北京,女,64,淘宝,2024,10,22,14
U6951,穆楠岩,P48662,漫画,书籍,248.24,2024-06-05 15:18:09,2,496.48,成都,男,60,淘宝,2024,6,5,15
U6020,洪健翰,P40388,面霜,美妆,515.37,2024-04-12 13:50:25,4,2061.48,成都,男,20,淘宝,2024,4,12,13
U9101,袁保,P55565,口红,美妆,507.95,2024-07-24 05:13:34,1,507.95,北京,男,49,淘宝,2024,7,24,5
U7547,袁树,P12383,跑步鞋,运动,701.81,2024-09-25 16:06:52,1,701.81,天津,女,35,淘宝,2024,9,25,16
U1573,万福,P91217,口红,美妆,690.97,2024-01-01 16:08:40,4,2763.88,苏州,男,57,淘宝,2024,1,1,16
U1805,和杰,P10079,羽绒服,服装,200.47,2024-10-05 01:30:37,2,400.94,天津,女,40,淘宝,2024,10,5,1
U8631,乐泰翰,P24603,面霜,美妆,319.54,2024-03-15 17:40:18,5,1597.7,武汉,女,29,淘宝,2024,3,15,17
U7187,费榕,P98663,抱枕,家居,200.05,2024-04-23 16:01:30,2,400.1,北京,男,41,淘宝,2024,4,23,16
U4992,莫庆振,P61804,平板电脑,电子产品,5393.84,2024-11-30 23:32:01,5,26969.2,苏州,男,18,淘宝,2024,11,30,23
U4628,臧勇松,P89127,牛仔裤,服装,362.94,2024-08-23 18:39:51,4,1451.76,西安,男,34,淘宝,2024,8,23,18
U4487,邱启生,P40875,显示器,电子产品,4292.81,2024-07-15 16:45:30,4,17171.24,上海,女,31,淘宝,2024,7,15,16
U6385,金利,P68677,科幻小说,书籍,382.33,2024-03-22 06:36:48,5,1911.65,杭州,男,47,淘宝,2024,3,22,6
U5022,霍保,P82082,技术教材,书籍,999.91,2024-06-22 21:24:32,2,1999.82,南京,女,57,淘宝,2024,6,22,21
U2623,殷健,P55263,运动鞋,服装,206.45,2024-05-14 01:16:53,5,1032.25,上海,男,64,淘宝,2024,5,14,1
U4911,姜才雄,P33751,粉底液,美妆,651.74,2024-12-06 19:18:17,4,2606.96,上海,男,40,淘宝,2024,12,6,19
U2324,伏涛永,P54690,心理学,书籍,845.02,2024-06-18 09:14:42,4,3380.08,深圳,男,49,淘宝,2024,6,18,9
U1769,干毅,P77706,桌游,玩具,980.78,2024-10-05 18:46:18,4,3923.12,武汉,女,54,淘宝,2024,10,5,18
U8060,何国朗,P73869,跳绳,运动,759.8,2024-05-03 03:19:57,1,759.8,成都,女,51,淘宝,2024,5,3,3
U3227,童亨厚,P15803,乐高积木,玩具,418.04,2024-11-21 00:06:17,3,1254.12,北京,女,42,淘宝,2024,11,21,0
U2168,屈磊,P49498,瑜伽垫,运动,735.62,2024-03-12 04:01:08,3,2206.86,杭州,男,63,淘宝,2024,3,12,4
U2916,沈谦,P13689,牛仔裤,服装,475.13,2024-01-22 21:17:06,1,475.13,天津,男,42,淘宝,2024,1,22,21
U5689,时航,P16004,山地车,运动,504.56,2024-03-28 22:22:06,5,2522.8,深圳,女,29,淘宝,2024,3,28,22
U2824,解楠,P71442,智能手表,电子产品,3244.64,2024-06-22 21:55:02,3,9733.92,天津,男,58,淘宝,2024,6,22,21
U8338,田博,P31445,夹克,服装,745.87,2024-10-26 07:28:29,1,745.87,上海,女,55,淘宝,2024,10,26,7
U1104,周朋波,P88993,平板电脑,电子产品,5225.48,2024-07-24 11:33:42,2,10450.96,重庆,女,60,淘宝,2024,7,24,11
U1122,郎炎,P92724,羽毛球拍,运动,65.09,2024-05-25 06:11:55,2,130.18,南京,女,47,淘宝,2024,5,25,6
U6945,安山,P38868,智能手表,电子产品,3170.67,2024-05-10 18:24:51,4,12682.68,重庆,男,40,淘宝,2024,5,10,18
U5283,章峰航,P23035,山地车,运动,694.95,2024-08-04 20:41:58,1,694.95,深圳,男,50,淘宝,2024,8,4,20
U4446,戴国,P90643,运动鞋,服装,649.08,2024-11-16 20:22:10,4,2596.32,深圳,女,65,淘宝,2024,11,16,20
U3002,金哲,P50577,历史书籍,书籍,417.9,2024-04-12 13:00:31,1,417.9,成都,男,49,淘宝,2024,4,12,13
U4899,崔伦河,P41394,办公椅,家居,459.3,2024-04-07 00:50:11,5,2296.5,广州,女,37,淘宝,2024,4,7,0
U4986,鲍中全,P89282,台灯,家居,323.31,2024-05-10 16:46:38,4,1293.24,广州,女,52,淘宝,2024,5,10,16
U9480,郁壮海,P80298,科幻小说,书籍,499.9,2024-10-22 18:36:25,2,999.8,西安,女,37,淘宝,2024,10,22,18
U3615,杜震亨,P74240,卫衣,服装,315.76,2024-08-02 12:03:39,5,1578.8,上海,女,48,淘宝,2024,8,2,12
U4227,闵哲文,P35012,办公椅,家居,651.4,2024-03-11 03:46:28,4,2605.6,成都,男,62,淘宝,2024,3,11,3
U7737,滕维义,P95540,跑步鞋,运动,649.47,2024-06-07 20:47:05,3,1948.41,天津,男,22,淘宝,2024,6,7,20
U7587,郑启林,P37502,充电宝,电子产品,7743.93,2024-05-17 14:27:44,3,23231.79,广州,女,33,淘宝,2024,5,17,14
U9701,平明全,P45618,收纳盒,家居,554.66,2024-11-04 13:28:00,5,2773.3,天津,女,58,淘宝,2024,11,4,13
U5572,方奇绍,P82610,人物传记,书籍,836.74,2024-05-28 04:25:29,3,2510.22,杭州,女,47,淘宝,2024,5,28,4
U7246,席亨龙,P48411,羽绒服,服装,104.11,2024-09-04 05:21:31,3,312.33,苏州,女,62,淘宝,2024,9,4,5
U7564,吕伟,P28154,乐高积木,玩具,92.3,2024-02-13 07:00:52,2,184.6,广州,女,61,淘宝,2024,2,13,7
U3487,林振,P11487,香水,美妆,774.45,2024-06-20 06:10:35,4,3097.8,深圳,女,64,淘宝,2024,6,20,6
U9134,胡哲先,P87904,显示器,电子产品,2443.71,2024-01-02 22:57:56,4,9774.84,西安,女,45,淘宝,2024,1,2,22
U2413,蒋行若,P55567,办公椅,家居,1647.99,2024-07-22 15:25:45,5,8239.95,苏州,女,23,淘宝,2024,7,22,15
U3593,时博义,P69815,变形金刚,玩具,897.16,2024-09-27 11:55:15,1,897.16,深圳,女,46,淘宝,2024,9,27,11
U1295,傅顺中,P84016,洗发水,美妆,773.75,2024-03-23 19:07:20,4,3095.0,南京,女,56,淘宝,2024,3,23,19
U2958,穆之,P74894,洗发水,美妆,248.25,2024-07-28 16:00:45,1,248.25,西安,女,40,淘宝,2024,7,28,16
U3571,万德斌,P72929,四件套,家居,2917.42,2024-07-01 21:30:00,1,2917.42,重庆,男,60,淘宝,2024,7,1,21
U4178,龚固,P66875,口红,美妆,594.58,2024-10-25 02:51:20,1,594.58,杭州,女,26,淘宝,2024,10,25,2
U8443,马朋,P98155,科幻小说,书籍,352.72,2024-04-30 03:57:46,1,352.72,武汉,男,57,淘宝,2024,4,30,3
U9293,谈冠宁,P19116,智能手机,电子产品,2100.31,2024-11-16 17:53:29,4,8401.24,广州,女,63,淘宝,2024,11,16,17
U4811,韦中和,P94412,收纳盒,家居,1029.56,2024-02-11 08:09:07,5,5147.8,深圳,女,53,淘宝,2024,2,11,8
U1096,茅安以,P21537,毛绒玩具,玩具,853.04,2024-03-23 12:00:01,5,4265.2,天津,女,26,淘宝,2024,3,23,12
U7272,解生进,P81392,羽毛球拍,运动,347.66,2024-11-30 18:20:26,5,1738.3,广州,女,35,淘宝,2024,11,30,18
U4387,邓光武,P67146,毛绒玩具,玩具,537.32,2024-09-19 00:52:31,1,537.32,西安,女,29,淘宝,2024,9,19,0
U2811,董清盛,P52877,运动鞋,服装,700.06,2024-11-04 09:32:46,4,2800.24,天津,男,18,淘宝,2024,11,4,9
U9775,单梁朋,P83779,粉底液,美妆,367.65,2024-07-04 01:21:24,3,1102.95,北京,男,51,淘宝,2024,7,4,1
U7597,严辉,P12827,心理学,书籍,679.23,2024-06-05 05:58:45,2,1358.46,重庆,女,49,淘宝,2024,6,5,5
U6102,蓝壮伯,P53379,洗发水,美妆,941.24,2024-03-21 16:01:48,2,1882.48,北京,女,61,淘宝,2024,3,21,16
U4609,成元峰,P70397,餐桌,家居,3546.36,2024-02-27 19:47:43,5,17731.8,深圳,男,34,淘宝,2024,2,27,19
U4064,苗泽鹏,P13400,历史书籍,书籍,566.9,2024-03-04 20:49:24,2,1133.8,北京,女,42,淘宝,2024,3,4,20
U3113,孙健兴,P36743,牛仔裤,服装,880.37,2024-06-27 09:16:26,5,4401.85,重庆,男,39,淘宝,2024,6,27,9
U5257,卫中学,P28360,充电宝,电子产品,3585.28,2024-05-04 09:37:43,3,10755.84,北京,女,33,淘宝,2024,5,4,9
U3806,万有,P26859,抱枕,家居,4489.88,2024-03-05 20:18:33,4,17959.52,西安,男,35,淘宝,2024,3,5,20
U6542,戴山先,P56999,智能手机,电子产品,7125.81,2024-08-23 00:23:01,4,28503.24,成都,男,49,淘宝,2024,8,23,0
U9764,于梁,P99751,抱枕,家居,487.66,2024-09-13 10:06:58,1,487.66,杭州,女,54,淘宝,2024,9,13,10
U6312,田保海,P20980,漫画,书籍,58.74,2024-10-09 20:19:38,5,293.7,西安,男,48,淘宝,2024,10,9,20
U6086,贝辉风,P77420,遥控车,玩具,970.91,2024-10-31 15:09:33,1,970.91,天津,男,36,淘宝,2024,10,31,15
U6298,滕昌岩,P97311,连衣裙,服装,661.97,2024-02-01 21:35:08,4,2647.88,杭州,女,60,淘宝,2024,2,1,21
U1420,蓝贵,P81343,瑜伽垫,运动,448.86,2024-02-02 00:11:47,2,897.72,成都,女,32,淘宝,2024,2,2,0
U3647,袁全兴,P86971,蓝牙耳机,电子产品,6188.15,2024-12-23 16:25:58,5,30940.75,深圳,女,62,淘宝,2024,12,23,16
U5285,石刚裕,P18765,智能手机,电子产品,1532.2,2024-05-05 10:16:04,3,4596.6,重庆,女,36,淘宝,2024,5,5,10
U6869,卢乐林,P46889,拼图,玩具,591.28,2024-01-10 10:00:53,5,2956.4,成都,女,61,淘宝,2024,1,10,10
U2128,戴翰杰,P81014,四件套,家居,123.7,2024-06-06 06:44:23,1,123.7,广州,女,18,淘宝,2024,6,6,6
U2598,金茂,P59676,乐高积木,玩具,895.12,2024-04-19 06:34:04,1,895.12,北京,男,31,淘宝,2024,4,19,6
U5426,云友成,P31026,人物传记,书籍,377.79,2024-12-13 16:14:42,3,1133.37,苏州,男,65,淘宝,2024,12,13,16
U3719,花有磊,P60526,智能手机,电子产品,7579.01,2024-06-03 19:34:12,2,15158.02,杭州,男,30,淘宝,2024,6,3,19
U1727,吉振文,P61216,洗发水,美妆,330.62,2024-09-02 13:15:57,3,991.86,南京,女,63,淘宝,2024,9,2,13
U9986,谈武以,P73956,充电宝,电子产品,2832.76,2024-08-04 06:42:53,4,11331.04,广州,女,27,淘宝,2024,8,4,6
U8174,昌福新,P57112,台灯,家居,866.97,2024-04-07 18:19:48,1,866.97,南京,男,39,淘宝,2024,4,7,18
U8990,邹信,P97806,哑铃,运动,228.41,2024-08-26 14:38:58,2,456.82,武汉,男,57,淘宝,2024,8,26,14
U3819,卢先发,P92156,心理学,书籍,313.23,2024-10-07 05:07:41,3,939.69,北京,女,57,淘宝,2024,10,7,5
U6096,孔磊弘,P72014,粉底液,美妆,305.16,2024-09-02 08:34:41,1,305.16,上海,女,26,淘宝,2024,9,2,8
U3414,余利星,P45881,化妆刷套装,美妆,59.78,2024-04-05 01:21:33,1,59.78,深圳,女,38,淘宝,2024,4,5,1
U3593,洪邦,P87226,平板电脑,电子产品,4255.69,2024-06-12 03:19:09,3,12767.07,重庆,男,33,淘宝,2024,6,12,3
U8926,喻泰,P22023,毛绒玩具,玩具,855.31,2024-04-19 04:18:20,5,4276.55,南京,女,56,淘宝,2024,4,19,4
U7237,计健顺,P60436,显示器,电子产品,2540.42,2024-07-15 08:06:57,1,2540.42,武汉,男,46,淘宝,2024,7,15,8
U5140,左旭生,P29781,化妆刷套装,美妆,211.23,2024-06-06 10:13:50,3,633.69,上海,男,42,淘宝,2024,6,6,10
U3720,阮震飞,P21981,平板电脑,电子产品,955.21,2024-02-22 09:08:08,3,2865.63,苏州,女,36,淘宝,2024,2,22,9
U9342,谢梁克,P23806,智能手表,电子产品,7572.34,2024-02-09 20:11:08,2,15144.68,广州,男,57,淘宝,2024,2,9,20
U7361,余楠松,P72400,技术教材,书籍,234.24,2024-02-28 04:21:12,4,936.96,武汉,女,62,淘宝,2024,2,28,4
U6949,左栋健,P22635,笔记本电脑,电子产品,1501.31,2024-01-06 13:16:42,4,6005.24,西安,男,58,淘宝,2024,1,6,13
U8083,谢刚健,P16424,牛仔裤,服装,454.76,2024-03-13 14:36:05,4,1819.04,深圳,女,48,淘宝,2024,3,13,14
U6732,许弘力,P37817,毛绒玩具,玩具,314.73,2024-09-06 03:38:43,3,944.19,广州,男,57,淘宝,2024,9,6,3
U6952,萧和,P65038,连衣裙,服装,134.2,2024-01-14 01:42:30,2,268.4,西安,男,33,淘宝,2024,1,14,1
U1790,危涛政,P71194,心理学,书籍,405.72,2024-07-10 18:10:38,4,1622.88,杭州,男,23,淘宝,2024,7,10,18
U7710,卜广炎,P65973,羽毛球拍,运动,291.54,2024-03-04 22:54:30,1,291.54,武汉,男,27,淘宝,2024,3,4,22
U4428,骆峰东,P12290,毛绒玩具,玩具,189.14,2024-06-06 12:20:22,5,945.7,广州,女,51,淘宝,2024,6,6,12
U8716,庞钧腾,P90564,技术教材,书籍,70.3,2024-06-19 01:40:38,4,281.2,武汉,男,20,淘宝,2024,6,19,1
U6445,诸德盛,P65566,面霜,美妆,425.62,2024-12-30 17:50:26,1,425.62,上海,男,28,淘宝,2024,12,30,17
U6421,韩先群,P56515,时尚杂志,书籍,976.45,2024-09-20 16:31:15,2,1952.9,杭州,女,32,淘宝,2024,9,20,16
U1270,费功,P47885,心理学,书籍,708.9,2024-08-13 04:51:44,5,3544.5,苏州,男,42,淘宝,2024,8,13,4
U3698,莫信健,P18496,四件套,家居,3030.91,2024-09-21 22:43:27,3,9092.73,武汉,男,42,淘宝,2024,9,21,22
U4762,米峰进,P29295,桌游,玩具,649.7,2024-06-10 22:59:53,3,1949.1,深圳,男,56,淘宝,2024,6,10,22
U1511,孔炎,P81174,智能手机,电子产品,3248.39,2024-11-02 07:02:57,4,12993.56,天津,女,27,淘宝,2024,11,2,7
U7167,明涛贵,P22896,毛绒玩具,玩具,407.8,2024-02-21 08:18:38,5,2039.0,成都,女,54,淘宝,2024,2,21,8
U7514,夏坚新,P74562,时尚杂志,书籍,83.35,2024-08-26 01:13:54,5,416.75,西安,男,38,淘宝,2024,8,26,1
U5019,俞武文,P90790,平板电脑,电子产品,8434.52,2024-06-17 12:42:13,5,42172.6,武汉,男,29,淘宝,2024,6,17,12
U2873,伍中,P34203,显示器,电子产品,8130.39,2024-04-02 02:26:10,2,16260.78,广州,女,31,淘宝,2024,4,2,2
U8180,孟厚强,P14623,牛仔裤,服装,664.63,2024-09-26 05:06:36,4,2658.52,广州,男,20,淘宝,2024,9,26,5
U4161,祁裕,P48132,跳绳,运动,836.79,2024-11-04 17:51:02,1,836.79,上海,男,59,淘宝,2024,11,4,17
U6513,伏哲,P90769,蓝牙耳机,电子产品,8435.02,2024-07-22 04:25:51,4,33740.08,武汉,男,45,淘宝,2024,7,22,4
U4436,于以明,P29575,台灯,家居,1663.83,2024-09-12 11:23:12,3,4991.49,北京,男,60,淘宝,2024,9,12,11
U8689,夏有,P50265,时尚杂志,书籍,621.53,2024-08-07 10:10:28,5,3107.65,上海,女,19,淘宝,2024,8,7,10
U5856,尤坚宏,P99339,篮球,运动,472.43,2024-11-07 11:31:32,3,1417.29,杭州,男,43,淘宝,2024,11,7,11
U2144,黄成德,P49169,粉底液,美妆,885.34,2024-08-10 19:25:39,1,885.34,天津,女,48,淘宝,2024,8,10,19
U3758,廉文林,P65232,面霜,美妆,782.75,2024-04-12 05:33:27,3,2348.25,上海,男,21,淘宝,2024,4,12,5
U2435,骆广腾,P26771,桌游,玩具,149.49,2024-02-05 03:58:54,4,597.96,重庆,女,63,淘宝,2024,2,5,3
U6134,柏腾子,P41881,时尚杂志,书籍,512.01,2024-12-02 13:30:59,1,512.01,重庆,男,24,淘宝,2024,12,2,13
U4553,施豪和,P28512,乐高积木,玩具,596.29,2024-04-29 08:18:05,5,2981.45,西安,男,29,淘宝,2024,4,29,8
U6987,邓平裕,P15736,平板电脑,电子产品,2601.42,2024-06-03 01:42:01,3,7804.26,西安,女,61,淘宝,2024,6,3,1
U3523,秦旭,P51007,芭比娃娃,玩具,480.26,2024-01-17 11:42:57,4,1921.04,苏州,男,37,淘宝,2024,1,17,11
U6246,彭强宁,P93301,跑步鞋,运动,776.23,2024-01-30 09:46:38,5,3881.15,重庆,男,35,淘宝,2024,1,30,9
U1788,田杰,P98732,办公椅,家居,1277.66,2024-01-19 05:10:23,2,2555.32,上海,男,58,淘宝,2024,1,19,5
U2596,萧时,P38132,篮球,运动,145.36,2024-10-02 02:12:28,1,145.36,重庆,女,52,淘宝,2024,10,2,2
U9356,祝子明,P77615,羽绒服,服装,663.73,2024-08-18 23:55:13,1,663.73,杭州,女,51,淘宝,2024,8,18,23
U1539,伏顺,P11982,抱枕,家居,3167.77,2024-08-14 07:31:40,5,15838.85,重庆,女,59,淘宝,2024,8,14,7
U2733,舒星伟,P93650,餐桌,家居,2627.53,2024-10-14 14:32:21,3,7882.59,西安,男,21,淘宝,2024,10,14,14
U2066,钮仁,P78107,办公椅,家居,3237.6,2024-05-06 20:31:54,1,3237.6,深圳,女,20,淘宝,2024,5,6,20
U1418,支厚,P99928,粉底液,美妆,645.84,2024-11-26 03:27:38,5,3229.2,广州,男,45,淘宝,2024,11,26,3
U9917,干鹏,P89744,桌游,玩具,962.32,2024-09-02 05:06:23,5,4811.6,广州,男,22,淘宝,2024,9,2,5
U8824,宣福,P86742,拼图,玩具,775.18,2024-12-29 14:38:41,5,3875.9,广州,男,29,淘宝,2024,12,29,14
U7110,鲁健山,P90168,人物传记,书籍,905.42,2024-01-08 16:55:16,5,4527.1,深圳,女,24,淘宝,2024,1,8,16
U8684,房子顺,P47655,心理学,书籍,363.11,2024-08-17 04:31:34,2,726.22,成都,女,40,淘宝,2024,8,17,4
U1996,许茂,P85823,跑步鞋,运动,871.68,2024-10-21 01:26:01,4,3486.72,重庆,女,26,淘宝,2024,10,21,1
U3898,戴风平,P86161,跑步鞋,运动,412.15,2024-01-08 10:05:11,4,1648.6,西安,男,45,淘宝,2024,1,8,10
U5353,柳伟宁,P51852,时尚杂志,书籍,839.36,2024-06-06 19:09:39,4,3357.44,杭州,男,64,淘宝,2024,6,6,19
U4964,伏国军,P95155,平板电脑,电子产品,6600.15,2024-04-09 14:13:02,5,33000.75,南京,女,32,淘宝,2024,4,9,14
U7435,方维,P68028,笔记本电脑,电子产品,9481.96,2024-01-03 14:54:17,1,9481.96,北京,女,52,淘宝,2024,1,3,14
U1956,萧全,P42660,科幻小说,书籍,990.21,2024-08-17 18:27:25,3,2970.63,重庆,女,43,淘宝,2024,8,17,18
U6253,蓝贵以,P24440,遥控车,玩具,440.26,2024-08-05 13:45:33,4,1761.04,成都,男,42,淘宝,2024,8,5,13
U2788,罗之利,P60797,抱枕,家居,1142.28,2024-07-04 10:06:43,4,4569.12,苏州,男,40,淘宝,2024,7,4,10
U1353,经绍昌,P66315,科幻小说,书籍,816.96,2024-04-10 15:02:43,3,2450.88,杭州,男,46,淘宝,2024,4,10,15
U4232,谢炎彬,P95181,智能手表,电子产品,9723.09,2024-09-30 17:59:05,3,29169.27,北京,男,20,淘宝,2024,9,30,17
U3044,水山泽,P50710,T恤,服装,605.49,2024-12-29 05:19:05,2,1210.98,苏州,女,33,淘宝,2024,12,29,5
U8894,苗健裕,P19605,办公椅,家居,3826.84,2024-05-18 12:13:18,1,3826.84,北京,男,36,淘宝,2024,5,18,12
U8735,费家,P17843,羽毛球拍,运动,837.2,2024-08-26 10:26:13,4,3348.8,深圳,男,20,淘宝,2024,8,26,10
U6348,崔思旭,P33489,抱枕,家居,1369.52,2024-08-05 18:48:42,4,5478.08,重庆,女,25,淘宝,2024,8,5,18
U5921,宣强辉,P88223,面霜,美妆,64.96,2024-10-25 06:20:34,5,324.8,广州,女,22,淘宝,2024,10,25,6
U7177,华刚博,P40163,牛仔裤,服装,922.75,2024-06-02 04:50:14,2,1845.5,武汉,女,48,淘宝,2024,6,2,4
U1780,麻邦鹏,P43555,沙发,家居,4666.39,2024-12-04 04:19:54,2,9332.78,上海,女,64,淘宝,2024,12,4,4
U9264,水兴树,P11413,运动鞋,服装,146.03,2024-04-20 03:19:57,5,730.15,重庆,男,54,淘宝,2024,4,20,3
U7362,蒋翔,P81377,羽毛球拍,运动,655.89,2024-08-16 04:59:49,2,1311.78,武汉,男,48,淘宝,2024,8,16,4
U5645,戚策以,P65893,人物传记,书籍,577.46,2024-03-12 17:23:55,5,2887.3,上海,男,57,淘宝,2024,3,12,17
U2270,胡浩伟,P53590,山地车,运动,296.48,2024-11-05 01:57:51,3,889.44,南京,男,59,淘宝,2024,11,5,1
U3220,华坚飞,P47247,平板电脑,电子产品,4307.84,2024-01-17 22:32:59,5,21539.2,杭州,男,63,淘宝,2024,1,17,22
U3132,陶壮树,P64040,时尚杂志,书籍,965.02,2024-12-12 00:53:14,1,965.02,上海,女,26,淘宝,2024,12,12,0
U8986,宗勇,P98453,时尚杂志,书籍,356.97,2024-05-05 04:54:48,2,713.94,成都,女,62,淘宝,2024,5,5,4
U5739,危涛,P95253,科幻小说,书籍,485.97,2024-09-02 05:13:20,2,971.94,深圳,男,36,淘宝,2024,9,2,5
U1040,狄盛,P17090,山地车,运动,903.14,2024-09-28 02:08:58,2,1806.28,武汉,男,58,淘宝,2024,9,28,2
U6236,贲先之,P75718,连衣裙,服装,451.1,2024-08-13 21:49:24,4,1804.4,天津,男,36,淘宝,2024,8,13,21
U5030,伍天文,P64575,山地车,运动,877.35,2024-11-19 23:28:55,5,4386.75,天津,女,48,淘宝,2024,11,19,23
U8301,苏祥,P32828,羽绒服,服装,680.72,2024-10-22 04:35:56,2,1361.44,苏州,男,36,淘宝,2024,10,22,4
U6014,祁新豪,P25488,蓝牙耳机,电子产品,5661.49,2024-04-01 05:51:46,5,28307.45,南京,女,26,淘宝,2024,4,1,5
U9638,邓成,P74472,拼图,玩具,443.63,2024-12-10 18:47:59,2,887.26,西安,女,32,淘宝,2024,12,10,18
U9845,费海栋,P50041,化妆刷套装,美妆,806.26,2024-05-19 10:50:05,2,1612.52,重庆,男,52,淘宝,2024,5,19,10
